sample	cohort	condition	role	tool	input_reads_used	expected_c2_reads_at_depth	candidate_reads	strict_c2_best_reads	c2_tied_best_reads	c2_supported_reads	non_c2_best_reads	unmapped_reads	strict_c2_best_rate	c2_tied_best_rate	c2_supported_rate	non_c2_best_rate	unmapped_rate	candidate_reads_per_million	strict_c2_best_reads_per_million	c2_supported_reads_per_million
DRR127672_SAMD00114918_zeroFna_rank232_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	145	145	0	145	0	0	1.0	0.0	1.0	0.0	0.0	48.333333333333336	48.333333333333336	48.333333333333336
DRR127674_SAMD00114920_c2Positive_rank1_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	15297.0	3178	2557	266	2823	109	246	0.804594	0.0837	0.888295	0.034298	0.077407	1059.3333333333333	852.3333333333333	941.0
DRR127674_SAMD00114920_c2Positive_rank1_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	15297.0	16503	6700	5068	11768	800	3935	0.405987	0.307096	0.713082	0.048476	0.238441	5501.0	2233.3333333333335	3922.6666666666665
DRR127674_SAMD00114920_c2Positive_rank1_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	15297.0	623	588	18	606	17	0	0.94382	0.028892	0.972713	0.027287	0.0	207.66666666666666	196.0	202.0
DRR127683_SAMD00114929_zeroFna_rank255_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	280	81	14	95	10	175	0.289286	0.05	0.339286	0.035714	0.625	93.33333333333333	27.0	31.666666666666668
DRR127683_SAMD00114929_zeroFna_rank255_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2835	19	127	146	9	2680	0.006702	0.044797	0.051499	0.003175	0.945326	945.0	6.333333333333333	48.666666666666664
DRR127683_SAMD00114929_zeroFna_rank255_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	52	52	0	52	0	0	1.0	0.0	1.0	0.0	0.0	17.333333333333332	17.333333333333332	17.333333333333332
DRR127685_SAMD00114931_c2Positive_rank31_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	316.5	1090	557	68	625	152	313	0.511009	0.062385	0.573394	0.13945	0.287156	363.33333333333337	185.66666666666666	208.33333333333334
DRR127685_SAMD00114931_c2Positive_rank31_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	316.5	4063	352	388	740	141	3182	0.086635	0.095496	0.182131	0.034703	0.783165	1354.3333333333333	117.33333333333333	246.66666666666669
DRR127685_SAMD00114931_c2Positive_rank31_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	316.5	413	409	1	410	3	0	0.990315	0.002421	0.992736	0.007264	0.0	137.66666666666666	136.33333333333334	136.66666666666666
DRR127692_SAMD00114938_zeroFna_rank319_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	608	282	38	320	27	261	0.463816	0.0625	0.526316	0.044408	0.429276	202.66666666666666	94.0	106.66666666666667
DRR127692_SAMD00114938_zeroFna_rank319_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3305	65	191	256	23	3026	0.019667	0.057791	0.077458	0.006959	0.915582	1101.6666666666665	21.666666666666668	85.33333333333334
DRR127692_SAMD00114938_zeroFna_rank319_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	213	213	0	213	0	0	1.0	0.0	1.0	0.0	0.0	71.0	71.0	71.0
DRR127700_SAMD00114946_c2Positive_rank28_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	434.4	900	427	54	481	36	383	0.474444	0.06	0.534444	0.04	0.425556	300.0	142.33333333333334	160.33333333333334
DRR127700_SAMD00114946_c2Positive_rank28_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	434.4	3051	159	48	207	32	2812	0.052114	0.015733	0.067847	0.010488	0.921665	1016.9999999999999	53.0	69.0
DRR127700_SAMD00114946_c2Positive_rank28_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	434.4	271	270	0	270	1	0	0.99631	0.0	0.99631	0.00369	0.0	90.33333333333334	90.0	90.0
DRR127704_SAMD00114950_zeroFna_rank245_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	578	214	44	258	17	303	0.370242	0.076125	0.446367	0.029412	0.524221	192.66666666666666	71.33333333333334	86.0
DRR127704_SAMD00114950_zeroFna_rank245_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3339	35	60	95	15	3229	0.010482	0.017969	0.028452	0.004492	0.967056	1113.0	11.666666666666666	31.666666666666668
DRR127704_SAMD00114950_zeroFna_rank245_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	172	172	0	172	0	0	1.0	0.0	1.0	0.0	0.0	57.333333333333336	57.333333333333336	57.333333333333336
DRR127707_SAMD00114953_zeroFna_rank37_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	858	358	84	442	42	374	0.417249	0.097902	0.515152	0.048951	0.435897	286.0	119.33333333333334	147.33333333333331
DRR127707_SAMD00114953_zeroFna_rank37_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3338	46	73	119	39	3180	0.013781	0.021869	0.03565	0.011684	0.952666	1112.6666666666667	15.333333333333334	39.666666666666664
DRR127707_SAMD00114953_zeroFna_rank37_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	286	285	0	285	1	0	0.996503	0.0	0.996503	0.003497	0.0	95.33333333333334	95.0	95.0
DRR127708_SAMD00114954_zeroFna_rank393_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	635	294	53	347	34	254	0.462992	0.083465	0.546457	0.053543	0.4	211.66666666666666	98.0	115.66666666666667
DRR127708_SAMD00114954_zeroFna_rank393_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3486	60	29	89	58	3339	0.017212	0.008319	0.025531	0.016638	0.957831	1162.0	20.0	29.666666666666668
DRR127708_SAMD00114954_zeroFna_rank393_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	197	196	1	197	0	0	0.994924	0.005076	1.0	0.0	0.0	65.66666666666667	65.33333333333333	65.66666666666667
DRR127713_SAMD00114959_zeroFna_rank161_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	772	415	28	443	20	309	0.537565	0.036269	0.573834	0.025907	0.400259	257.3333333333333	138.33333333333331	147.66666666666666
DRR127713_SAMD00114959_zeroFna_rank161_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3741	258	198	456	26	3259	0.068966	0.052927	0.121893	0.00695	0.871157	1247.0	86.0	152.0
DRR127713_SAMD00114959_zeroFna_rank161_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	221	219	0	219	2	0	0.99095	0.0	0.99095	0.00905	0.0	73.66666666666666	73.0	73.0
DRR127718_SAMD00114964_zeroFna_rank314_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	455	245	34	279	18	158	0.538462	0.074725	0.613187	0.03956	0.347253	151.66666666666669	81.66666666666667	93.0
DRR127718_SAMD00114964_zeroFna_rank314_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3122	169	19	188	19	2915	0.054132	0.006086	0.060218	0.006086	0.933696	1040.6666666666667	56.33333333333333	62.666666666666664
DRR127718_SAMD00114964_zeroFna_rank314_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	60	60	0	60	0	0	1.0	0.0	1.0	0.0	0.0	20.0	20.0	20.0
DRR127720_SAMD00114966_c2Positive_rank18_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	1479.3	1078	657	47	704	32	342	0.609462	0.043599	0.653061	0.029685	0.317254	359.33333333333337	219.0	234.66666666666666
DRR127720_SAMD00114966_c2Positive_rank18_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	1479.3	3975	668	290	958	39	2978	0.16805	0.072956	0.241006	0.009811	0.749182	1325.0	222.66666666666666	319.3333333333333
DRR127720_SAMD00114966_c2Positive_rank18_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	1479.3	303	298	2	300	3	0	0.983498	0.006601	0.990099	0.009901	0.0	101.0	99.33333333333334	100.0
DRR127721_SAMD00114967_zeroFna_rank209_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1087	326	105	431	65	591	0.299908	0.096596	0.396504	0.059798	0.543698	362.3333333333333	108.66666666666666	143.66666666666666
DRR127721_SAMD00114967_zeroFna_rank209_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3041	64	118	182	59	2800	0.021046	0.038803	0.059849	0.019402	0.92075	1013.6666666666666	21.333333333333336	60.666666666666664
DRR127721_SAMD00114967_zeroFna_rank209_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	202	199	0	199	3	0	0.985149	0.0	0.985149	0.014851	0.0	67.33333333333333	66.33333333333334	66.33333333333334
DRR127724_SAMD00114970_zeroFna_rank56_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	479	202	54	256	15	208	0.421712	0.112735	0.534447	0.031315	0.434238	159.66666666666666	67.33333333333333	85.33333333333334
DRR127724_SAMD00114970_zeroFna_rank56_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3206	20	57	77	33	3096	0.006238	0.017779	0.024017	0.010293	0.965689	1068.6666666666667	6.666666666666667	25.666666666666664
DRR127724_SAMD00114970_zeroFna_rank56_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	117	116	0	116	1	0	0.991453	0.0	0.991453	0.008547	0.0	39.0	38.666666666666664	38.666666666666664
DRR127728_SAMD00114974_fnaPosC2Zero_rank1_head3000k	YachidaS_2019	control	paper_fna_positive_c2_zero	Centrifuger	3000000	0.0	530	162	40	202	8	320	0.30566	0.075472	0.381132	0.015094	0.603774	176.66666666666666	54.0	67.33333333333333
DRR127728_SAMD00114974_fnaPosC2Zero_rank1_head3000k	YachidaS_2019	control	paper_fna_positive_c2_zero	Chimera	3000000	0.0	2635	46	145	191	43	2401	0.017457	0.055028	0.072486	0.016319	0.911195	878.3333333333333	15.333333333333334	63.666666666666664
DRR127728_SAMD00114974_fnaPosC2Zero_rank1_head3000k	YachidaS_2019	control	paper_fna_positive_c2_zero	Kraken2_LF01	3000000	0.0	112	112	0	112	0	0	1.0	0.0	1.0	0.0	0.0	37.33333333333333	37.33333333333333	37.33333333333333
DRR127731_SAMD00114977_zeroFna_rank28_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	544	232	24	256	14	274	0.426471	0.044118	0.470588	0.025735	0.503676	181.33333333333334	77.33333333333333	85.33333333333334
DRR127731_SAMD00114977_zeroFna_rank28_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2891	22	80	102	10	2779	0.00761	0.027672	0.035282	0.003459	0.961259	963.6666666666667	7.333333333333333	34.0
DRR127731_SAMD00114977_zeroFna_rank28_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	183	183	0	183	0	0	1.0	0.0	1.0	0.0	0.0	61.0	61.0	61.0
DRR127736_SAMD00114982_zeroFna_rank253_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	501	160	38	198	23	280	0.319361	0.075848	0.39521	0.045908	0.558882	167.0	53.333333333333336	66.0
DRR127736_SAMD00114982_zeroFna_rank253_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2704	33	57	90	27	2587	0.012204	0.02108	0.033284	0.009985	0.956731	901.3333333333333	11.0	30.0
DRR127736_SAMD00114982_zeroFna_rank253_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	84	83	0	83	1	0	0.988095	0.0	0.988095	0.011905	0.0	28.0	27.666666666666668	27.666666666666668
DRR127748_SAMD00114994_zeroFna_rank331_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1012	420	137	557	65	390	0.41502	0.135375	0.550395	0.064229	0.385375	337.3333333333333	140.0	185.66666666666666
DRR127748_SAMD00114994_zeroFna_rank331_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3552	61	543	604	132	2816	0.017173	0.152872	0.170045	0.037162	0.792793	1184.0	20.333333333333336	201.33333333333334
DRR127748_SAMD00114994_zeroFna_rank331_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	323	323	0	323	0	0	1.0	0.0	1.0	0.0	0.0	107.66666666666666	107.66666666666666	107.66666666666666
DRR127751_SAMD00114997_zeroFna_rank65_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	939	460	59	519	75	345	0.489883	0.062833	0.552716	0.079872	0.367412	313.0	153.33333333333334	173.0
DRR127751_SAMD00114997_zeroFna_rank65_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3309	157	206	363	53	2893	0.047446	0.062254	0.109701	0.016017	0.874282	1103.0	52.333333333333336	121.0
DRR127751_SAMD00114997_zeroFna_rank65_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	297	295	0	295	2	0	0.993266	0.0	0.993266	0.006734	0.0	99.0	98.33333333333333	98.33333333333333
DRR127752_SAMD00114998_zeroFna_rank133_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	843	261	78	339	40	464	0.309609	0.092527	0.402135	0.04745	0.550415	281.0	87.0	113.0
DRR127752_SAMD00114998_zeroFna_rank133_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2609	64	144	208	55	2346	0.02453	0.055194	0.079724	0.021081	0.899195	869.6666666666667	21.333333333333336	69.33333333333333
DRR127752_SAMD00114998_zeroFna_rank133_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	169	167	0	167	2	0	0.988166	0.0	0.988166	0.011834	0.0	56.33333333333333	55.666666666666664	55.666666666666664
DRR127754_SAMD00115000_zeroFna_rank157_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	708	232	79	311	38	359	0.327684	0.111582	0.439266	0.053672	0.507062	236.0	77.33333333333333	103.66666666666666
DRR127754_SAMD00115000_zeroFna_rank157_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2947	76	77	153	49	2745	0.025789	0.026128	0.051917	0.016627	0.931456	982.3333333333334	25.333333333333332	51.0
DRR127754_SAMD00115000_zeroFna_rank157_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	149	148	0	148	0	1	0.993289	0.0	0.993289	0.0	0.006711	49.66666666666667	49.33333333333333	49.33333333333333
DRR127755_SAMD00115001_zeroFna_rank200_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1340	534	134	668	63	609	0.398507	0.1	0.498507	0.047015	0.454478	446.6666666666667	178.0	222.66666666666666
DRR127755_SAMD00115001_zeroFna_rank200_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3244	66	152	218	42	2984	0.020345	0.046856	0.067201	0.012947	0.919852	1081.3333333333333	22.0	72.66666666666667
DRR127755_SAMD00115001_zeroFna_rank200_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	427	427	0	427	0	0	1.0	0.0	1.0	0.0	0.0	142.33333333333334	142.33333333333334	142.33333333333334
DRR127756_SAMD00115002_c2Positive_rank9_head3000k	YachidaS_2019	control	paper_c2_positive	Centrifuger	3000000	3786.0	2065	1260	125	1385	125	555	0.610169	0.060533	0.670702	0.060533	0.268765	688.3333333333334	420.0	461.66666666666663
DRR127756_SAMD00115002_c2Positive_rank9_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	3000000	3786.0	5530	1439	1054	2493	191	2846	0.260217	0.190597	0.450814	0.034539	0.514647	1843.3333333333333	479.66666666666663	831.0
DRR127756_SAMD00115002_c2Positive_rank9_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	3000000	3786.0	584	570	5	575	9	0	0.976027	0.008562	0.984589	0.015411	0.0	194.66666666666666	190.0	191.66666666666669
DRR127762_SAMD00115008_zeroFna_rank86_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	685	271	51	322	20	343	0.39562	0.074453	0.470073	0.029197	0.50073	228.33333333333334	90.33333333333334	107.33333333333333
DRR127762_SAMD00115008_zeroFna_rank86_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	2721	15	56	71	16	2634	0.005513	0.020581	0.026093	0.00588	0.968026	907.0	5.0	23.666666666666668
DRR127762_SAMD00115008_zeroFna_rank86_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	242	241	0	241	1	0	0.995868	0.0	0.995868	0.004132	0.0	80.66666666666667	80.33333333333334	80.33333333333334
DRR127763_SAMD00115009_zeroFna_rank137_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	762	402	67	469	29	264	0.527559	0.087927	0.615486	0.038058	0.346457	254.0	134.0	156.33333333333334
DRR127763_SAMD00115009_zeroFna_rank137_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3076	60	85	145	42	2889	0.019506	0.027633	0.047139	0.013654	0.939207	1025.3333333333335	20.0	48.333333333333336
DRR127763_SAMD00115009_zeroFna_rank137_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	260	260	0	260	0	0	1.0	0.0	1.0	0.0	0.0	86.66666666666667	86.66666666666667	86.66666666666667
DRR127767_SAMD00115013_zeroFna_rank169_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	876	458	65	523	31	322	0.522831	0.074201	0.597032	0.035388	0.36758	292.0	152.66666666666669	174.33333333333334
DRR127767_SAMD00115013_zeroFna_rank169_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3099	88	88	176	46	2877	0.028396	0.028396	0.056793	0.014843	0.928364	1033.0	29.333333333333332	58.666666666666664
DRR127767_SAMD00115013_zeroFna_rank169_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	323	322	0	322	1	0	0.996904	0.0	0.996904	0.003096	0.0	107.66666666666666	107.33333333333333	107.33333333333333
DRR127774_SAMD00115020_zeroFna_rank291_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	760	340	86	426	25	309	0.447368	0.113158	0.560526	0.032895	0.406579	253.33333333333334	113.33333333333333	142.0
DRR127774_SAMD00115020_zeroFna_rank291_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2848	49	82	131	33	2684	0.017205	0.028792	0.045997	0.011587	0.942416	949.3333333333334	16.333333333333332	43.666666666666664
DRR127774_SAMD00115020_zeroFna_rank291_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	261	261	0	261	0	0	1.0	0.0	1.0	0.0	0.0	87.0	87.0	87.0
DRR127776_SAMD00115022_zeroFna_rank60_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	800	367	111	478	24	298	0.45875	0.13875	0.5975	0.03	0.3725	266.6666666666667	122.33333333333334	159.33333333333331
DRR127776_SAMD00115022_zeroFna_rank60_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3128	103	190	293	75	2760	0.032928	0.060742	0.09367	0.023977	0.882353	1042.6666666666665	34.33333333333333	97.66666666666667
DRR127776_SAMD00115022_zeroFna_rank60_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	229	229	0	229	0	0	1.0	0.0	1.0	0.0	0.0	76.33333333333334	76.33333333333334	76.33333333333334
DRR127777_SAMD00115023_zeroFna_rank81_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1036	447	98	545	51	440	0.431467	0.094595	0.526062	0.049228	0.42471	345.33333333333337	149.0	181.66666666666669
DRR127777_SAMD00115023_zeroFna_rank81_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3159	61	102	163	44	2952	0.01931	0.032289	0.051599	0.013928	0.934473	1053.0	20.333333333333336	54.33333333333333
DRR127777_SAMD00115023_zeroFna_rank81_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	360	359	0	359	0	1	0.997222	0.0	0.997222	0.0	0.002778	120.0	119.66666666666667	119.66666666666667
DRR127789_SAMD00115035_zeroFna_rank151_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	541	189	40	229	14	298	0.349353	0.073937	0.42329	0.025878	0.550832	180.33333333333334	63.0	76.33333333333334
DRR127789_SAMD00115035_zeroFna_rank151_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3105	49	47	96	26	2983	0.015781	0.015137	0.030918	0.008374	0.960709	1035.0	16.333333333333332	32.0
DRR127789_SAMD00115035_zeroFna_rank151_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	119	119	0	119	0	0	1.0	0.0	1.0	0.0	0.0	39.666666666666664	39.666666666666664	39.666666666666664
DRR162775_SAMD00154991_zeroFna_rank249_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	1103	368	104	472	43	588	0.333636	0.094288	0.427924	0.038985	0.533092	367.66666666666663	122.66666666666667	157.33333333333331
DRR162775_SAMD00154991_zeroFna_rank249_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3573	102	801	903	55	2615	0.028547	0.224181	0.252729	0.015393	0.731878	1191.0	34.0	301.0
DRR162775_SAMD00154991_zeroFna_rank249_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	240	237	0	237	3	0	0.9875	0.0	0.9875	0.0125	0.0	80.0	79.0	79.0
DRR162776_SAMD00154992_zeroFna_rank374_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	3000000	0.0	521	162	31	193	21	307	0.31094	0.059501	0.370441	0.040307	0.589251	173.66666666666666	54.0	64.33333333333333
DRR162776_SAMD00154992_zeroFna_rank374_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	3000000	0.0	3339	105	63	168	42	3129	0.031447	0.018868	0.050314	0.012579	0.937107	1113.0	35.0	56.0
DRR162776_SAMD00154992_zeroFna_rank374_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	90	86	3	89	1	0	0.955556	0.033333	0.988889	0.011111	0.0	30.0	28.666666666666668	29.666666666666668
DRR162777_SAMD00154993_zeroFna_rank353_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	1013	422	110	532	54	427	0.416584	0.108588	0.525173	0.053307	0.42152	337.6666666666667	140.66666666666669	177.33333333333331
DRR162777_SAMD00154993_zeroFna_rank353_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3464	40	162	202	51	3211	0.011547	0.046767	0.058314	0.014723	0.926963	1154.6666666666667	13.333333333333334	67.33333333333333
DRR162777_SAMD00154993_zeroFna_rank353_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	383	383	0	383	0	0	1.0	0.0	1.0	0.0	0.0	127.66666666666666	127.66666666666666	127.66666666666666
DRR162778_SAMD00154994_c2Positive_rank73_head3000k	YachidaS_2019	disease	paper_c2_positive	Centrifuger	3000000	14.4	930	481	71	552	61	317	0.517204	0.076344	0.593548	0.065591	0.34086	310.0	160.33333333333334	184.0
DRR162778_SAMD00154994_c2Positive_rank73_head3000k	YachidaS_2019	disease	paper_c2_positive	Chimera	3000000	14.4	3276	103	63	166	52	3058	0.031441	0.019231	0.050672	0.015873	0.933455	1092.0	34.33333333333333	55.333333333333336
DRR162778_SAMD00154994_c2Positive_rank73_head3000k	YachidaS_2019	disease	paper_c2_positive	Kraken2_LF01	3000000	14.4	396	386	0	386	10	0	0.974747	0.0	0.974747	0.025253	0.0	132.0	128.66666666666666	128.66666666666666
DRR162779_SAMD00154995_zeroFna_rank407_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	892	376	81	457	46	389	0.421525	0.090807	0.512332	0.05157	0.436099	297.3333333333333	125.33333333333333	152.33333333333334
DRR162779_SAMD00154995_zeroFna_rank407_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3598	66	440	506	90	3002	0.018344	0.12229	0.140634	0.025014	0.834352	1199.3333333333333	22.0	168.66666666666666
DRR162779_SAMD00154995_zeroFna_rank407_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	280	278	1	279	1	0	0.992857	0.003571	0.996429	0.003571	0.0	93.33333333333333	92.66666666666667	93.0
DRR171459_SAMD00164694_zeroFna_rank370_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	937	421	62	483	180	274	0.449306	0.066169	0.515475	0.192102	0.292423	312.33333333333337	140.33333333333331	161.0
DRR171459_SAMD00164694_zeroFna_rank370_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3518	151	96	247	188	3083	0.042922	0.027288	0.07021	0.053439	0.87635	1172.6666666666667	50.333333333333336	82.33333333333333
DRR171459_SAMD00164694_zeroFna_rank370_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	274	274	0	274	0	0	1.0	0.0	1.0	0.0	0.0	91.33333333333333	91.33333333333333	91.33333333333333
DRR171460_SAMD00164695_zeroFna_rank91_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	659	232	50	282	36	341	0.352049	0.075873	0.427921	0.054628	0.517451	219.66666666666669	77.33333333333333	94.0
DRR171460_SAMD00164695_zeroFna_rank91_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	3080	122	36	158	33	2889	0.03961	0.011688	0.051299	0.010714	0.937987	1026.6666666666665	40.66666666666667	52.66666666666667
DRR171460_SAMD00164695_zeroFna_rank91_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	126	126	0	126	0	0	1.0	0.0	1.0	0.0	0.0	42.0	42.0	42.0
DRR171465_SAMD00164721_zeroFna_rank20_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	3000000	0.0	897	435	82	517	35	345	0.48495	0.091416	0.576366	0.039019	0.384615	299.0	145.0	172.33333333333334
DRR171465_SAMD00164721_zeroFna_rank20_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	3000000	0.0	2988	44	116	160	48	2780	0.014726	0.038822	0.053548	0.016064	0.930388	995.9999999999999	14.666666666666666	53.333333333333336
DRR171465_SAMD00164721_zeroFna_rank20_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	313	313	0	313	0	0	1.0	0.0	1.0	0.0	0.0	104.33333333333334	104.33333333333334	104.33333333333334
