sample	cohort	condition	role	tool	input_reads_used	expected_c2_reads_at_depth	candidate_reads	strict_c2_best_reads	c2_tied_best_reads	c2_supported_reads	non_c2_best_reads	unmapped_reads	strict_c2_best_rate	c2_tied_best_rate	c2_supported_rate	non_c2_best_rate	unmapped_rate	candidate_reads_per_million	strict_c2_best_reads_per_million	c2_supported_reads_per_million
2015_Yu_SZAXPI003409-8_zeroFna_rank37_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	727	359	44	403	8	316	0.49381	0.060523	0.554333	0.011004	0.434663	242.33333333333334	119.66666666666667	134.33333333333334
2015_Yu_SZAXPI003409-8_zeroFna_rank37_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	1829	160	41	201	14	1614	0.087479	0.022417	0.109896	0.007654	0.882449	609.6666666666666	53.333333333333336	67.0
2015_Yu_SZAXPI003409-8_zeroFna_rank37_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	151	151	0	151	0	0	1.0	0.0	1.0	0.0	0.0	50.333333333333336	50.333333333333336	50.333333333333336
2015_Yu_SZAXPI003410-3_c2Positive_rank13_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	3000000	376.8	712	366	45	411	10	291	0.514045	0.063202	0.577247	0.014045	0.408708	237.33333333333334	122.0	137.0
2015_Yu_SZAXPI003410-3_c2Positive_rank13_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	3000000	376.8	1894	191	102	293	40	1561	0.100845	0.053854	0.154699	0.021119	0.824182	631.3333333333334	63.666666666666664	97.66666666666667
2015_Yu_SZAXPI003410-3_c2Positive_rank13_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	3000000	376.8	145	144	0	144	1	0	0.993103	0.0	0.993103	0.006897	0.0	48.333333333333336	48.0	48.0
2015_Yu_SZAXPI003411-6_zeroFna_rank43_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	788	434	33	467	17	304	0.550761	0.041878	0.59264	0.021574	0.385787	262.6666666666667	144.66666666666666	155.66666666666666
2015_Yu_SZAXPI003411-6_zeroFna_rank43_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	2075	256	105	361	57	1657	0.123373	0.050602	0.173976	0.02747	0.798554	691.6666666666667	85.33333333333334	120.33333333333333
2015_Yu_SZAXPI003411-6_zeroFna_rank43_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	155	152	2	154	0	1	0.980645	0.012903	0.993548	0.0	0.006452	51.666666666666664	50.666666666666664	51.33333333333333
2015_Yu_SZAXPI003412-1_c2Positive_rank10_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	3000000	749.1	1343	900	76	976	17	350	0.670141	0.05659	0.726731	0.012658	0.260611	447.6666666666667	300.0	325.33333333333337
2015_Yu_SZAXPI003412-1_c2Positive_rank10_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	3000000	749.1	4107	821	713	1534	121	2452	0.199903	0.173606	0.373509	0.029462	0.597029	1369.0	273.6666666666667	511.33333333333337
2015_Yu_SZAXPI003412-1_c2Positive_rank10_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	3000000	749.1	311	308	0	308	3	0	0.990354	0.0	0.990354	0.009646	0.0	103.66666666666666	102.66666666666666	102.66666666666666
2015_Yu_SZAXPI003413-4_zeroFna_rank15_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	631	228	30	258	8	365	0.361331	0.047544	0.408875	0.012678	0.578447	210.33333333333334	76.0	86.0
2015_Yu_SZAXPI003413-4_zeroFna_rank15_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	1803	77	61	138	67	1598	0.042707	0.033833	0.076539	0.03716	0.886301	601.0	25.666666666666664	46.0
2015_Yu_SZAXPI003413-4_zeroFna_rank15_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	118	116	0	116	1	1	0.983051	0.0	0.983051	0.008475	0.008475	39.33333333333333	38.666666666666664	38.666666666666664
2015_Yu_SZAXPI003414-3_zeroFna_rank71_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	208	68	10	78	1	129	0.326923	0.048077	0.375	0.004808	0.620192	69.33333333333333	22.666666666666668	26.0
2015_Yu_SZAXPI003414-3_zeroFna_rank71_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	3144	23	63	86	12	3046	0.007316	0.020038	0.027354	0.003817	0.96883	1048.0	7.666666666666667	28.666666666666668
2015_Yu_SZAXPI003414-3_zeroFna_rank71_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	32	30	0	30	2	0	0.9375	0.0	0.9375	0.0625	0.0	10.666666666666668	10.0	10.0
2015_Yu_SZAXPI003415-12_zeroFna_rank27_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	895	633	35	668	7	220	0.707263	0.039106	0.746369	0.007821	0.24581	298.3333333333333	211.0	222.66666666666666
2015_Yu_SZAXPI003415-12_zeroFna_rank27_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	4202	490	880	1370	281	2551	0.116611	0.209424	0.326035	0.066873	0.607092	1400.6666666666665	163.33333333333334	456.6666666666667
2015_Yu_SZAXPI003415-12_zeroFna_rank27_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	115	115	0	115	0	0	1.0	0.0	1.0	0.0	0.0	38.333333333333336	38.333333333333336	38.333333333333336
2015_Yu_SZAXPI003416-4_c2Positive_rank31_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	3000000	6.9	435	204	37	241	5	189	0.468966	0.085057	0.554023	0.011494	0.434483	145.0	68.0	80.33333333333334
2015_Yu_SZAXPI003416-4_c2Positive_rank31_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	3000000	6.9	1785	81	27	108	4	1673	0.045378	0.015126	0.060504	0.002241	0.937255	595.0	27.0	36.0
2015_Yu_SZAXPI003416-4_c2Positive_rank31_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	3000000	6.9	94	94	0	94	0	0	1.0	0.0	1.0	0.0	0.0	31.333333333333332	31.333333333333332	31.333333333333332
2015_Yu_SZAXPI003417-4_zeroFna_rank35_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	3000000	0.0	379	181	28	209	2	168	0.477573	0.073879	0.551451	0.005277	0.443272	126.33333333333333	60.333333333333336	69.66666666666666
2015_Yu_SZAXPI003417-4_zeroFna_rank35_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	3000000	0.0	2034	103	57	160	6	1868	0.050639	0.028024	0.078663	0.00295	0.918387	678.0	34.33333333333333	53.333333333333336
2015_Yu_SZAXPI003417-4_zeroFna_rank35_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	67	67	0	67	0	0	1.0	0.0	1.0	0.0	0.0	22.333333333333332	22.333333333333332	22.333333333333332
2015_Yu_SZAXPI003418-8_zeroFna_rank34_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	600	270	35	305	26	269	0.45	0.058333	0.508333	0.043333	0.448333	200.0	90.0	101.66666666666667
2015_Yu_SZAXPI003418-8_zeroFna_rank34_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	2132	186	110	296	49	1787	0.087242	0.051595	0.138837	0.022983	0.83818	710.6666666666666	62.0	98.66666666666666
2015_Yu_SZAXPI003418-8_zeroFna_rank34_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	75	66	0	66	9	0	0.88	0.0	0.88	0.12	0.0	25.0	22.0	22.0
2015_Yu_SZAXPI003419-6_zeroFna_rank16_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	3000000	0.0	263	105	13	118	4	141	0.39924	0.04943	0.448669	0.015209	0.536122	87.66666666666667	35.0	39.33333333333333
2015_Yu_SZAXPI003419-6_zeroFna_rank16_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	3000000	0.0	1940	12	15	27	13	1900	0.006186	0.007732	0.013918	0.006701	0.979381	646.6666666666667	4.0	9.0
2015_Yu_SZAXPI003419-6_zeroFna_rank16_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	58	58	0	58	0	0	1.0	0.0	1.0	0.0	0.0	19.333333333333332	19.333333333333332	19.333333333333332
2015_Yu_SZAXPI003420-4_zeroFna_rank12_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	386	130	31	161	3	222	0.336788	0.080311	0.417098	0.007772	0.57513	128.66666666666666	43.333333333333336	53.666666666666664
2015_Yu_SZAXPI003420-4_zeroFna_rank12_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	1992	32	94	126	18	1848	0.016064	0.047189	0.063253	0.009036	0.927711	664.0	10.666666666666668	42.0
2015_Yu_SZAXPI003420-4_zeroFna_rank12_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	65	65	0	65	0	0	1.0	0.0	1.0	0.0	0.0	21.666666666666668	21.666666666666668	21.666666666666668
2015_Yu_SZAXPI003421-5_zeroFna_rank41_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	456	181	33	214	6	236	0.39693	0.072368	0.469298	0.013158	0.517544	152.0	60.333333333333336	71.33333333333334
2015_Yu_SZAXPI003421-5_zeroFna_rank41_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	1755	45	18	63	10	1682	0.025641	0.010256	0.035897	0.005698	0.958405	585.0	15.0	21.0
2015_Yu_SZAXPI003421-5_zeroFna_rank41_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	89	89	0	89	0	0	1.0	0.0	1.0	0.0	0.0	29.666666666666668	29.666666666666668	29.666666666666668
2015_Yu_SZAXPI003422-11_c2Positive_rank15_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	3000000	320.4	805	395	76	471	20	314	0.490683	0.09441	0.585093	0.024845	0.390062	268.3333333333333	131.66666666666669	157.0
2015_Yu_SZAXPI003422-11_c2Positive_rank15_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	3000000	320.4	1916	178	159	337	75	1504	0.092902	0.082985	0.175887	0.039144	0.784969	638.6666666666666	59.333333333333336	112.33333333333333
2015_Yu_SZAXPI003422-11_c2Positive_rank15_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	3000000	320.4	114	106	2	108	5	1	0.929825	0.017544	0.947368	0.04386	0.008772	38.0	35.333333333333336	36.0
2015_Yu_SZAXPI003423-8_zeroFna_rank95_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	593	124	18	142	17	434	0.209106	0.030354	0.23946	0.028668	0.731872	197.66666666666666	41.333333333333336	47.333333333333336
2015_Yu_SZAXPI003423-8_zeroFna_rank95_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	4777	75	1642	1717	135	2925	0.0157	0.34373	0.359431	0.02826	0.612309	1592.3333333333335	25.0	572.3333333333334
2015_Yu_SZAXPI003423-8_zeroFna_rank95_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	50	49	1	50	0	0	0.98	0.02	1.0	0.0	0.0	16.666666666666668	16.333333333333332	16.666666666666668
2015_Yu_SZAXPI003424-12_c2Positive_rank21_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	3000000	53.7	596	263	47	310	14	272	0.441275	0.078859	0.520134	0.02349	0.456376	198.66666666666669	87.66666666666667	103.33333333333333
2015_Yu_SZAXPI003424-12_c2Positive_rank21_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	3000000	53.7	2271	111	307	418	51	1802	0.048877	0.135183	0.18406	0.022457	0.793483	757.0	37.0	139.33333333333331
2015_Yu_SZAXPI003424-12_c2Positive_rank21_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	3000000	53.7	152	152	0	152	0	0	1.0	0.0	1.0	0.0	0.0	50.666666666666664	50.666666666666664	50.666666666666664
2015_Yu_SZAXPI003425-1_zeroFna_rank60_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	367	146	31	177	3	187	0.39782	0.084469	0.482289	0.008174	0.509537	122.33333333333334	48.666666666666664	59.0
2015_Yu_SZAXPI003425-1_zeroFna_rank60_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	3247	53	104	157	17	3073	0.016323	0.03203	0.048352	0.005236	0.946412	1082.3333333333333	17.666666666666668	52.333333333333336
2015_Yu_SZAXPI003425-1_zeroFna_rank60_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	70	68	0	68	2	0	0.971429	0.0	0.971429	0.028571	0.0	23.333333333333332	22.666666666666668	22.666666666666668
2015_Yu_SZAXPI003426-11_zeroFna_rank74_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	329	174	15	189	3	137	0.528875	0.045593	0.574468	0.009119	0.416413	109.66666666666667	58.0	63.0
2015_Yu_SZAXPI003426-11_zeroFna_rank74_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	1971	136	23	159	11	1801	0.069001	0.011669	0.08067	0.005581	0.913749	657.0	45.333333333333336	53.0
2015_Yu_SZAXPI003426-11_zeroFna_rank74_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	39	39	0	39	0	0	1.0	0.0	1.0	0.0	0.0	13.0	13.0	13.0
2015_Yu_SZAXPI003427-1_zeroFna_rank67_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	409	133	33	166	8	235	0.325183	0.080685	0.405868	0.01956	0.574572	136.33333333333334	44.33333333333333	55.333333333333336
2015_Yu_SZAXPI003427-1_zeroFna_rank67_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	1847	32	58	90	6	1751	0.017325	0.031402	0.048728	0.003249	0.948024	615.6666666666667	10.666666666666668	30.0
2015_Yu_SZAXPI003427-1_zeroFna_rank67_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	70	68	0	68	2	0	0.971429	0.0	0.971429	0.028571	0.0	23.333333333333332	22.666666666666668	22.666666666666668
2015_Yu_SZAXPI003428-6_zeroFna_rank59_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	436	190	23	213	8	215	0.43578	0.052752	0.488532	0.018349	0.493119	145.33333333333334	63.333333333333336	71.0
2015_Yu_SZAXPI003428-6_zeroFna_rank59_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	1859	143	115	258	16	1585	0.076923	0.061861	0.138784	0.008607	0.852609	619.6666666666667	47.66666666666667	86.0
2015_Yu_SZAXPI003428-6_zeroFna_rank59_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	47	46	0	46	1	0	0.978723	0.0	0.978723	0.021277	0.0	15.666666666666666	15.333333333333334	15.333333333333334
2015_Yu_SZAXPI003429-3_zeroFna_rank56_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	3000000	0.0	476	208	24	232	14	230	0.436975	0.05042	0.487395	0.029412	0.483193	158.66666666666666	69.33333333333333	77.33333333333333
2015_Yu_SZAXPI003429-3_zeroFna_rank56_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	3000000	0.0	4199	99	1728	1827	65	2307	0.023577	0.411527	0.435104	0.01548	0.549417	1399.6666666666667	33.0	609.0
2015_Yu_SZAXPI003429-3_zeroFna_rank56_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	68	68	0	68	0	0	1.0	0.0	1.0	0.0	0.0	22.666666666666668	22.666666666666668	22.666666666666668
2015_Yu_SZAXPI003430-5_c2Positive_rank19_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	3000000	168.3	429	130	27	157	0	272	0.30303	0.062937	0.365967	0.0	0.634033	143.0	43.333333333333336	52.333333333333336
2015_Yu_SZAXPI003430-5_c2Positive_rank19_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	3000000	168.3	3003	54	99	153	28	2822	0.017982	0.032967	0.050949	0.009324	0.939727	1000.9999999999999	18.0	51.0
2015_Yu_SZAXPI003430-5_c2Positive_rank19_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	3000000	168.3	70	70	0	70	0	0	1.0	0.0	1.0	0.0	0.0	23.333333333333332	23.333333333333332	23.333333333333332
2015_Yu_SZAXPI003431-1_c2Positive_rank18_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	3000000	192.9	701	238	39	277	15	409	0.339515	0.055635	0.39515	0.021398	0.583452	233.66666666666666	79.33333333333333	92.33333333333333
2015_Yu_SZAXPI003431-1_c2Positive_rank18_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	3000000	192.9	2051	152	74	226	48	1777	0.07411	0.03608	0.11019	0.023403	0.866407	683.6666666666666	50.666666666666664	75.33333333333334
2015_Yu_SZAXPI003431-1_c2Positive_rank18_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	3000000	192.9	83	81	0	81	2	0	0.975904	0.0	0.975904	0.024096	0.0	27.666666666666668	27.0	27.0
2015_Yu_SZAXPI003432-12_zeroFna_rank47_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	373	267	27	294	3	76	0.715818	0.072386	0.788204	0.008043	0.203753	124.33333333333334	89.0	98.0
2015_Yu_SZAXPI003432-12_zeroFna_rank47_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	3000000	0.0	3017	228	94	322	24	2671	0.075572	0.031157	0.106729	0.007955	0.885317	1005.6666666666666	76.0	107.33333333333333
