sample	cohort	condition	role	tool	signal_unit	input_reads_used	paper_fna_c2_percent	expected_c2_reads_at_depth	fna_c2_signal	fna_c1_signal	non_c1c2_signal	other_or_unmapped_signal
DRR171585_SAMD00164895_c2Positive_rank70_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	reads_per_million	3000000	0.00067	20.1	1042.0	264.666667	2075.0	996618.333333
DRR171585_SAMD00164895_c2Positive_rank70_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00067	20.1	142.0	0.0	0.0	999858.0
DRR171585_SAMD00164895_c2Positive_rank70_head3000k	YachidaS_2019	control	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00067	20.1	0.0	0.0	0.0	0.0
DRR171586_SAMD00164896_zeroFna_rank342_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	289.333333	58.0	113.0	999539.666667
DRR171586_SAMD00164896_zeroFna_rank342_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1061.0	263.0	2293.666667	996382.333333
DRR171586_SAMD00164896_zeroFna_rank342_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	108.666667	0.0	0.333333	999891.0
DRR171586_SAMD00164896_zeroFna_rank342_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171587_SAMD00164897_zeroFna_rank317_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	110.333333	23.666667	77.0	999789.0
DRR171587_SAMD00164897_zeroFna_rank317_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1071.666667	268.333333	2171.333333	996488.666667
DRR171587_SAMD00164897_zeroFna_rank317_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	30.333333	0.0	0.0	999969.666667
DRR171587_SAMD00164897_zeroFna_rank317_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171588_SAMD00164898_zeroFna_rank75_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	151.333333	34.333333	96.333333	999718.0
DRR171588_SAMD00164898_zeroFna_rank75_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1065.0	225.666667	2126.333333	996583.0
DRR171588_SAMD00164898_zeroFna_rank75_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	39.666667	0.0	0.666667	999959.666667
DRR171588_SAMD00164898_zeroFna_rank75_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171589_SAMD00164899_c2Positive_rank5_head3000k	YachidaS_2019	control	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.1531	4593.0	542.666667	98.666667	344.0	999014.666667
DRR171589_SAMD00164899_c2Positive_rank5_head3000k	YachidaS_2019	control	paper_c2_positive	Chimera	reads_per_million	3000000	0.1531	4593.0	2670.666667	236.333333	2001.333333	995091.666667
DRR171589_SAMD00164899_c2Positive_rank5_head3000k	YachidaS_2019	control	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.1531	4593.0	136.0	2.0	18.666667	999843.333333
DRR171589_SAMD00164899_c2Positive_rank5_head3000k	YachidaS_2019	control	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.1531	4593.0	2.8225	0.0	0.0	97.1775
DRR171591_SAMD00164901_zeroFna_rank229_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	204.333333	56.666667	165.0	999574.0
DRR171591_SAMD00164901_zeroFna_rank229_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1040.333333	241.333333	2056.0	996662.333333
DRR171591_SAMD00164901_zeroFna_rank229_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	61.333333	0.333333	0.0	999938.333333
DRR171591_SAMD00164901_zeroFna_rank229_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171592_SAMD00164902_zeroFna_rank280_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	164.666667	44.333333	85.666667	999705.333333
DRR171592_SAMD00164902_zeroFna_rank280_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	999.0	278.333333	2165.333333	996557.333333
DRR171592_SAMD00164902_zeroFna_rank280_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	47.0	0.0	1.0	999952.0
DRR171592_SAMD00164902_zeroFna_rank280_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171593_SAMD00164903_zeroFna_rank131_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	319.666667	104.333333	198.0	999378.0
DRR171593_SAMD00164903_zeroFna_rank131_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1026.666667	265.333333	2099.333333	996608.666667
DRR171593_SAMD00164903_zeroFna_rank131_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	103.333333	0.0	1.0	999895.666667
DRR171593_SAMD00164903_zeroFna_rank131_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171594_SAMD00164904_zeroFna_rank116_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	173.0	34.333333	216.333333	999576.333333
DRR171594_SAMD00164904_zeroFna_rank116_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	979.0	249.666667	2264.0	996507.333333
DRR171594_SAMD00164904_zeroFna_rank116_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	32.333333	0.0	0.333333	999967.333333
DRR171594_SAMD00164904_zeroFna_rank116_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171595_SAMD00164905_zeroFna_rank129_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	125.666667	40.333333	124.0	999710.0
DRR171595_SAMD00164905_zeroFna_rank129_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	966.666667	257.666667	2214.0	996561.666667
DRR171595_SAMD00164905_zeroFna_rank129_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	28.666667	0.0	0.0	999971.333333
DRR171595_SAMD00164905_zeroFna_rank129_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171597_SAMD00164907_zeroFna_rank121_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	214.333333	34.666667	175.666667	999575.333333
DRR171597_SAMD00164907_zeroFna_rank121_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1012.666667	245.333333	2039.333333	996702.666667
DRR171597_SAMD00164907_zeroFna_rank121_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	33.333333	0.0	0.333333	999966.333333
DRR171597_SAMD00164907_zeroFna_rank121_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171598_SAMD00164908_zeroFna_rank224_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	259.666667	41.666667	135.0	999563.666667
DRR171598_SAMD00164908_zeroFna_rank224_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1171.0	261.666667	2090.0	996477.333333
DRR171598_SAMD00164908_zeroFna_rank224_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	63.666667	0.0	0.0	999936.333333
DRR171598_SAMD00164908_zeroFna_rank224_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171599_SAMD00164909_zeroFna_rank286_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	189.333333	34.333333	186.333333	999590.0
DRR171599_SAMD00164909_zeroFna_rank286_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1046.666667	221.333333	2066.666667	996665.333333
DRR171599_SAMD00164909_zeroFna_rank286_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	59.666667	0.0	2.0	999938.333333
DRR171599_SAMD00164909_zeroFna_rank286_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171600_SAMD00164910_zeroFna_rank134_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	628.0	99.666667	1309.0	997963.333333
DRR171600_SAMD00164910_zeroFna_rank134_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1214.333333	394.333333	3268.666667	995122.666667
DRR171600_SAMD00164910_zeroFna_rank134_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	75.333333	0.0	114.0	999810.666667
DRR171600_SAMD00164910_zeroFna_rank134_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171601_SAMD00164911_zeroFna_rank138_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	190.666667	43.0	212.333333	999554.0
DRR171601_SAMD00164911_zeroFna_rank138_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1043.666667	291.333333	2214.0	996451.0
DRR171601_SAMD00164911_zeroFna_rank138_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	48.0	0.333333	5.333333	999946.333333
DRR171601_SAMD00164911_zeroFna_rank138_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171602_SAMD00164912_zeroFna_rank62_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	102.0	26.666667	78.0	999793.333333
DRR171602_SAMD00164912_zeroFna_rank62_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1034.0	267.0	2240.666667	996458.333333
DRR171602_SAMD00164912_zeroFna_rank62_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	37.666667	0.0	0.0	999962.333333
DRR171602_SAMD00164912_zeroFna_rank62_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171603_SAMD00164913_zeroFna_rank141_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	256.333333	58.0	134.333333	999551.333333
DRR171603_SAMD00164913_zeroFna_rank141_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1068.0	283.0	2298.0	996351.0
DRR171603_SAMD00164913_zeroFna_rank141_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	94.666667	0.666667	1.0	999903.666667
DRR171603_SAMD00164913_zeroFna_rank141_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171604_SAMD00164914_zeroFna_rank233_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	277.0	51.666667	155.0	999516.333333
DRR171604_SAMD00164914_zeroFna_rank233_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	994.333333	274.666667	2296.666667	996434.333333
DRR171604_SAMD00164914_zeroFna_rank233_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	88.0	0.0	0.333333	999911.666667
DRR171604_SAMD00164914_zeroFna_rank233_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171605_SAMD00164915_zeroFna_rank293_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	210.666667	35.666667	155.0	999598.666667
DRR171605_SAMD00164915_zeroFna_rank293_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1030.666667	246.0	2238.666667	996484.666667
DRR171605_SAMD00164915_zeroFna_rank293_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	64.0	0.0	1.0	999935.0
DRR171605_SAMD00164915_zeroFna_rank293_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171606_SAMD00164916_zeroFna_rank140_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	230.333333	55.333333	141.0	999573.333333
DRR171606_SAMD00164916_zeroFna_rank140_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1208.333333	244.0	2177.0	996370.666667
DRR171606_SAMD00164916_zeroFna_rank140_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	82.666667	0.0	0.0	999917.333333
DRR171606_SAMD00164916_zeroFna_rank140_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171607_SAMD00164917_zeroFna_rank180_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	240.0	61.666667	142.333333	999556.0
DRR171607_SAMD00164917_zeroFna_rank180_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1117.0	233.666667	2178.666667	996470.666667
DRR171607_SAMD00164917_zeroFna_rank180_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	76.0	0.0	0.333333	999923.666667
DRR171607_SAMD00164917_zeroFna_rank180_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171608_SAMD00164918_zeroFna_rank165_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	198.0	67.333333	163.666667	999571.0
DRR171608_SAMD00164918_zeroFna_rank165_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	959.333333	362.666667	2151.0	996527.0
DRR171608_SAMD00164918_zeroFna_rank165_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	47.333333	0.0	0.0	999952.666667
DRR171608_SAMD00164918_zeroFna_rank165_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171609_SAMD00164919_zeroFna_rank201_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	329.0	74.0	143.666667	999453.333333
DRR171609_SAMD00164919_zeroFna_rank201_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1124.666667	574.666667	2294.333333	996006.333333
DRR171609_SAMD00164919_zeroFna_rank201_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	121.666667	0.0	1.0	999877.333333
DRR171609_SAMD00164919_zeroFna_rank201_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171610_SAMD00164920_zeroFna_rank97_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	260.666667	57.333333	208.0	999474.0
DRR171610_SAMD00164920_zeroFna_rank97_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1018.0	315.333333	2212.333333	996454.333333
DRR171610_SAMD00164920_zeroFna_rank97_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	77.333333	1.0	0.0	999921.666667
DRR171610_SAMD00164920_zeroFna_rank97_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171613_SAMD00164923_zeroFna_rank117_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	248.333333	56.666667	221.666667	999473.333333
DRR171613_SAMD00164923_zeroFna_rank117_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1133.0	244.0	2233.333333	996389.666667
DRR171613_SAMD00164923_zeroFna_rank117_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	69.0	0.333333	6.0	999924.666667
DRR171613_SAMD00164923_zeroFna_rank117_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171616_SAMD00164926_zeroFna_rank94_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	174.666667	29.333333	136.333333	999659.666667
DRR171616_SAMD00164926_zeroFna_rank94_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1181.666667	245.333333	2486.0	996087.0
DRR171616_SAMD00164926_zeroFna_rank94_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	26.0	0.0	0.0	999974.0
DRR171616_SAMD00164926_zeroFna_rank94_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171617_SAMD00164927_zeroFna_rank41_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	142.666667	40.333333	99.333333	999717.666667
DRR171617_SAMD00164927_zeroFna_rank41_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1146.333333	292.0	2337.0	996224.666667
DRR171617_SAMD00164927_zeroFna_rank41_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	44.666667	0.0	0.333333	999955.0
DRR171617_SAMD00164927_zeroFna_rank41_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171618_SAMD00164928_zeroFna_rank149_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	217.333333	54.666667	133.666667	999594.333333
DRR171618_SAMD00164928_zeroFna_rank149_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1012.0	237.333333	2059.0	996691.666667
DRR171618_SAMD00164928_zeroFna_rank149_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	79.0	0.0	0.666667	999920.333333
DRR171618_SAMD00164928_zeroFna_rank149_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171619_SAMD00164929_zeroFna_rank96_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	269.0	78.0	177.0	999476.0
DRR171619_SAMD00164929_zeroFna_rank96_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1096.0	246.333333	2212.333333	996445.333333
DRR171619_SAMD00164929_zeroFna_rank96_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	89.0	0.0	0.666667	999910.333333
DRR171619_SAMD00164929_zeroFna_rank96_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171620_SAMD00164930_zeroFna_rank130_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	225.666667	52.333333	241.0	999481.0
DRR171620_SAMD00164930_zeroFna_rank130_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	975.666667	249.666667	2222.333333	996552.333333
DRR171620_SAMD00164930_zeroFna_rank130_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	51.666667	0.0	0.0	999948.333333
DRR171620_SAMD00164930_zeroFna_rank130_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171621_SAMD00164931_zeroFna_rank207_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	428.0	101.666667	262.0	999208.333333
DRR171621_SAMD00164931_zeroFna_rank207_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1067.666667	275.0	2242.0	996415.333333
DRR171621_SAMD00164931_zeroFna_rank207_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	132.666667	0.333333	0.333333	999866.666667
DRR171621_SAMD00164931_zeroFna_rank207_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171622_SAMD00164932_zeroFna_rank148_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	335.0	84.333333	190.333333	999390.333333
DRR171622_SAMD00164932_zeroFna_rank148_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1077.333333	248.333333	2102.666667	996571.666667
DRR171622_SAMD00164932_zeroFna_rank148_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	116.333333	0.0	0.333333	999883.333333
DRR171622_SAMD00164932_zeroFna_rank148_head3000k	YachidaS_2019	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
DRR171623_SAMD00164933_zeroFna_rank136_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	122.666667	29.0	77.0	999771.333333
DRR171623_SAMD00164933_zeroFna_rank136_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1103.333333	227.666667	1988.333333	996680.666667
DRR171623_SAMD00164933_zeroFna_rank136_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	41.0	0.0	0.0	999959.0
DRR171623_SAMD00164933_zeroFna_rank136_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171624_SAMD00164934_zeroFna_rank115_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	270.666667	50.0	192.333333	999487.0
DRR171624_SAMD00164934_zeroFna_rank115_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1172.333333	227.333333	2187.0	996413.333333
DRR171624_SAMD00164934_zeroFna_rank115_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	73.333333	0.0	1.0	999925.666667
DRR171624_SAMD00164934_zeroFna_rank115_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	100.0	0.0
DRR171625_SAMD00164935_zeroFna_rank104_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	210.666667	47.0	130.0	999612.333333
DRR171625_SAMD00164935_zeroFna_rank104_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1016.666667	249.333333	2179.333333	996554.666667
DRR171625_SAMD00164935_zeroFna_rank104_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	57.0	0.0	2.0	999941.0
DRR171625_SAMD00164935_zeroFna_rank104_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171626_SAMD00164936_zeroFna_rank402_head3000k	YachidaS_2019	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	224.0	45.333333	212.333333	999518.333333
DRR171626_SAMD00164936_zeroFna_rank402_head3000k	YachidaS_2019	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1103.0	210.333333	2465.333333	996221.333333
DRR171626_SAMD00164936_zeroFna_rank402_head3000k	YachidaS_2019	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	61.333333	0.666667	8.333333	999929.666667
DRR171626_SAMD00164936_zeroFna_rank402_head3000k	YachidaS_2019	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
DRR171627_SAMD00164937_zeroFna_rank252_head3000k	YachidaS_2019	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	211.0	57.0	161.333333	999570.666667
DRR171627_SAMD00164937_zeroFna_rank252_head3000k	YachidaS_2019	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1060.333333	257.0	2166.0	996516.666667
DRR171627_SAMD00164937_zeroFna_rank252_head3000k	YachidaS_2019	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	62.666667	0.0	1.0	999936.333333
