sample	cohort	condition	role	tool	signal_unit	input_reads_used	paper_fna_c2_percent	expected_c2_reads_at_depth	fna_c2_signal	fna_c1_signal	non_c1c2_signal	other_or_unmapped_signal
2015_Yu_SZAXPI015215-20_zeroFna_rank9_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	173.666667	45.666667	170.0	999610.666667
2015_Yu_SZAXPI015215-20_zeroFna_rank9_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	639.666667	170.0	1318.666667	997871.666667
2015_Yu_SZAXPI015215-20_zeroFna_rank9_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	40.0	0.0	0.0	999960.0
2015_Yu_SZAXPI015215-20_zeroFna_rank9_head3000k	2015 Yu et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015216-169_c2Positive_rank17_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.0075	225.0	208.666667	42.333333	180.666667	999568.333333
2015_Yu_SZAXPI015216-169_c2Positive_rank17_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.0075	225.0	570.333333	136.666667	1123.333333	998169.666667
2015_Yu_SZAXPI015216-169_c2Positive_rank17_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.0075	225.0	36.666667	0.0	1.333333	999962.0
2015_Yu_SZAXPI015216-169_c2Positive_rank17_head3000k	2015 Yu et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.0075	225.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015217-140_zeroFna_rank57_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	220.0	56.333333	378.666667	999345.0
2015_Yu_SZAXPI015217-140_zeroFna_rank57_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	747.333333	154.0	1886.333333	997212.333333
2015_Yu_SZAXPI015217-140_zeroFna_rank57_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	47.0	2.0	29.666667	999921.333333
2015_Yu_SZAXPI015217-140_zeroFna_rank57_head3000k	2015 Yu et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015218-16_c2Positive_rank28_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00065	19.5	425.0	105.666667	802.0	998667.333333
2015_Yu_SZAXPI015218-16_c2Positive_rank28_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.00065	19.5	881.333333	212.0	2290.333333	996616.333333
2015_Yu_SZAXPI015218-16_c2Positive_rank28_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00065	19.5	55.0	6.666667	34.333333	999904.0
2015_Yu_SZAXPI015218-16_c2Positive_rank28_head3000k	2015 Yu et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00065	19.5	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015219-129_zeroFna_rank77_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	364.0	47.666667	245.666667	999342.666667
2015_Yu_SZAXPI015219-129_zeroFna_rank77_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	701.333333	177.666667	1395.333333	997725.666667
2015_Yu_SZAXPI015219-129_zeroFna_rank77_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	75.666667	0.333333	1.666667	999922.333333
2015_Yu_SZAXPI015219-129_zeroFna_rank77_head3000k	2015 Yu et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015220-136_zeroFna_rank87_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	104.0	27.666667	91.333333	999777.0
2015_Yu_SZAXPI015220-136_zeroFna_rank87_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	572.0	184.333333	1329.0	997914.666667
2015_Yu_SZAXPI015220-136_zeroFna_rank87_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	25.333333	0.333333	2.0	999972.333333
2015_Yu_SZAXPI015220-136_zeroFna_rank87_head3000k	2015 Yu et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015221-142_zeroFna_rank8_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	238.666667	25.666667	294.333333	999441.333333
2015_Yu_SZAXPI015221-142_zeroFna_rank8_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	784.0	120.0	1667.333333	997428.666667
2015_Yu_SZAXPI015221-142_zeroFna_rank8_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	39.666667	0.0	11.333333	999949.0
2015_Yu_SZAXPI015221-142_zeroFna_rank8_head3000k	2015 Yu et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015222-123_zeroFna_rank3_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	215.333333	40.666667	226.0	999518.0
2015_Yu_SZAXPI015222-123_zeroFna_rank3_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	573.333333	164.0	1339.666667	997923.0
2015_Yu_SZAXPI015222-123_zeroFna_rank3_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	28.666667	0.0	2.0	999969.333333
2015_Yu_SZAXPI015222-123_zeroFna_rank3_head3000k	2015 Yu et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	100.0
2015_Yu_SZAXPI015223-158_zeroFna_rank26_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	215.333333	39.333333	199.0	999546.333333
2015_Yu_SZAXPI015223-158_zeroFna_rank26_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	654.333333	213.333333	1414.666667	997717.666667
2015_Yu_SZAXPI015223-158_zeroFna_rank26_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	59.0	0.0	0.0	999941.0
2015_Yu_SZAXPI015223-158_zeroFna_rank26_head3000k	2015 Yu et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015224-13_c2Positive_rank32_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00018	5.4	300.333333	51.333333	195.0	999453.333333
2015_Yu_SZAXPI015224-13_c2Positive_rank32_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.00018	5.4	688.333333	154.666667	1209.666667	997947.333333
2015_Yu_SZAXPI015224-13_c2Positive_rank32_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00018	5.4	81.0	0.0	1.333333	999917.666667
2015_Yu_SZAXPI015224-13_c2Positive_rank32_head3000k	2015 Yu et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00018	5.4	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015225-18_zeroFna_rank42_head3000k	2015 Yu et al	disease	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	184.0	31.0	110.666667	999674.333333
2015_Yu_SZAXPI015225-18_zeroFna_rank42_head3000k	2015 Yu et al	disease	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	700.666667	139.333333	1335.333333	997824.666667
2015_Yu_SZAXPI015225-18_zeroFna_rank42_head3000k	2015 Yu et al	disease	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	51.666667	0.0	1.666667	999946.666667
2015_Yu_SZAXPI015225-18_zeroFna_rank42_head3000k	2015 Yu et al	disease	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015226-14_c2Positive_rank1_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.38466	11539.8	466.666667	49.333333	186.666667	999297.333333
2015_Yu_SZAXPI015226-14_c2Positive_rank1_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.38466	11539.8	2929.333333	192.0	1143.666667	995735.0
2015_Yu_SZAXPI015226-14_c2Positive_rank1_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.38466	11539.8	71.666667	5.333333	4.333333	999918.666667
2015_Yu_SZAXPI015226-14_c2Positive_rank1_head3000k	2015 Yu et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.38466	11539.8	100.0	0.0	0.0	0.0
2015_Yu_SZAXPI015227-13_zeroFna_rank13_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	242.0	49.666667	188.0	999520.333333
2015_Yu_SZAXPI015227-13_zeroFna_rank13_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	705.666667	176.333333	1337.333333	997780.666667
2015_Yu_SZAXPI015227-13_zeroFna_rank13_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	63.333333	0.0	1.0	999935.666667
2015_Yu_SZAXPI015227-13_zeroFna_rank13_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015228-14_zeroFna_rank5_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	291.0	72.333333	606.666667	999030.0
2015_Yu_SZAXPI015228-14_zeroFna_rank5_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	816.333333	161.333333	1747.666667	997274.666667
2015_Yu_SZAXPI015228-14_zeroFna_rank5_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	29.0	2.0	3.0	999966.0
2015_Yu_SZAXPI015228-14_zeroFna_rank5_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015229-15_zeroFna_rank32_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	158.666667	16.666667	65.0	999759.666667
2015_Yu_SZAXPI015229-15_zeroFna_rank32_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1100.666667	139.333333	919.666667	997840.333333
2015_Yu_SZAXPI015229-15_zeroFna_rank32_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	6.333333	0.0	0.666667	999993.0
2015_Yu_SZAXPI015229-15_zeroFna_rank32_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015230-16_zeroFna_rank7_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	217.666667	42.0	199.0	999541.333333
2015_Yu_SZAXPI015230-16_zeroFna_rank7_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	682.0	175.333333	1342.333333	997800.333333
2015_Yu_SZAXPI015230-16_zeroFna_rank7_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	61.333333	0.0	0.0	999938.666667
2015_Yu_SZAXPI015230-16_zeroFna_rank7_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015231-17_zeroFna_rank6_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	103.666667	27.0	103.666667	999765.666667
2015_Yu_SZAXPI015231-17_zeroFna_rank6_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	643.0	165.0	1284.0	997908.0
2015_Yu_SZAXPI015231-17_zeroFna_rank6_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	16.666667	0.0	0.0	999983.333333
2015_Yu_SZAXPI015231-17_zeroFna_rank6_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015232-18_c2Positive_rank29_head3000k	2015 Yu et al	control	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.00054	16.2	174.333333	33.333333	148.333333	999644.0
2015_Yu_SZAXPI015232-18_c2Positive_rank29_head3000k	2015 Yu et al	control	paper_c2_positive	Chimera	reads_per_million	3000000	0.00054	16.2	643.666667	135.666667	1381.666667	997839.0
2015_Yu_SZAXPI015232-18_c2Positive_rank29_head3000k	2015 Yu et al	control	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.00054	16.2	21.333333	0.0	1.333333	999977.333333
2015_Yu_SZAXPI015232-18_c2Positive_rank29_head3000k	2015 Yu et al	control	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.00054	16.2	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015233-19_zeroFna_rank4_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	241.333333	69.666667	161.333333	999527.666667
2015_Yu_SZAXPI015233-19_zeroFna_rank4_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	726.0	151.666667	1357.666667	997764.666667
2015_Yu_SZAXPI015233-19_zeroFna_rank4_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	74.0	0.0	0.666667	999925.333333
2015_Yu_SZAXPI015233-19_zeroFna_rank4_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015234-20_zeroFna_rank45_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	210.666667	27.666667	153.0	999608.666667
2015_Yu_SZAXPI015234-20_zeroFna_rank45_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	630.333333	183.333333	1262.333333	997924.0
2015_Yu_SZAXPI015234-20_zeroFna_rank45_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	51.333333	0.0	0.333333	999948.333333
2015_Yu_SZAXPI015234-20_zeroFna_rank45_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015235-21_zeroFna_rank10_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	210.333333	42.666667	224.666667	999522.333333
2015_Yu_SZAXPI015235-21_zeroFna_rank10_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	782.666667	168.0	1330.666667	997718.666667
2015_Yu_SZAXPI015235-21_zeroFna_rank10_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	42.333333	0.0	0.333333	999957.333333
2015_Yu_SZAXPI015235-21_zeroFna_rank10_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015237-23_c2Positive_rank8_head3000k	2015 Yu et al	disease	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.04142	1242.6	456.666667	55.666667	616.333333	998871.333333
2015_Yu_SZAXPI015237-23_c2Positive_rank8_head3000k	2015 Yu et al	disease	paper_c2_positive	Chimera	reads_per_million	3000000	0.04142	1242.6	1156.666667	172.333333	2226.666667	996444.333333
2015_Yu_SZAXPI015237-23_c2Positive_rank8_head3000k	2015 Yu et al	disease	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.04142	1242.6	53.666667	2.333333	32.0	999912.0
2015_Yu_SZAXPI015237-23_c2Positive_rank8_head3000k	2015 Yu et al	disease	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.04142	1242.6	0.0	0.0	0.0	100.0
2015_Yu_SZAXPI015238-24_zeroFna_rank17_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	181.333333	24.333333	130.0	999664.333333
2015_Yu_SZAXPI015238-24_zeroFna_rank17_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	653.0	149.0	1116.666667	998081.333333
2015_Yu_SZAXPI015238-24_zeroFna_rank17_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	27.666667	0.0	0.333333	999972.0
2015_Yu_SZAXPI015238-24_zeroFna_rank17_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015239-25_zeroFna_rank18_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	89.666667	19.0	110.333333	999781.0
2015_Yu_SZAXPI015239-25_zeroFna_rank18_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	628.0	86.333333	1258.0	998027.666667
2015_Yu_SZAXPI015239-25_zeroFna_rank18_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	13.333333	0.0	0.0	999986.666667
2015_Yu_SZAXPI015239-25_zeroFna_rank18_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015240-26_zeroFna_rank39_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	115.666667	31.333333	109.666667	999743.333333
2015_Yu_SZAXPI015240-26_zeroFna_rank39_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	665.0	133.666667	1392.0	997809.333333
2015_Yu_SZAXPI015240-26_zeroFna_rank39_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	27.333333	0.0	0.333333	999972.333333
2015_Yu_SZAXPI015240-26_zeroFna_rank39_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015241-27_zeroFna_rank69_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	221.333333	31.666667	158.666667	999588.333333
2015_Yu_SZAXPI015241-27_zeroFna_rank69_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	599.333333	154.666667	1173.0	998073.0
2015_Yu_SZAXPI015241-27_zeroFna_rank69_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	36.666667	0.0	0.333333	999963.0
2015_Yu_SZAXPI015241-27_zeroFna_rank69_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015242-30_zeroFna_rank68_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	218.0	31.333333	164.666667	999586.0
2015_Yu_SZAXPI015242-30_zeroFna_rank68_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	636.666667	156.333333	1304.666667	997902.333333
2015_Yu_SZAXPI015242-30_zeroFna_rank68_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	61.333333	0.0	0.333333	999938.333333
2015_Yu_SZAXPI015242-30_zeroFna_rank68_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015243-31_zeroFna_rank55_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	159.333333	28.666667	111.0	999701.0
2015_Yu_SZAXPI015243-31_zeroFna_rank55_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	705.666667	156.333333	1291.0	997847.0
2015_Yu_SZAXPI015243-31_zeroFna_rank55_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	25.333333	0.0	0.0	999974.666667
2015_Yu_SZAXPI015243-31_zeroFna_rank55_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015244-32_zeroFna_rank49_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	328.0	73.0	441.666667	999157.333333
2015_Yu_SZAXPI015244-32_zeroFna_rank49_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	2673.0	146.666667	1016.333333	996164.0
2015_Yu_SZAXPI015244-32_zeroFna_rank49_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	68.333333	0.0	0.333333	999931.333333
2015_Yu_SZAXPI015244-32_zeroFna_rank49_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015245-33_zeroFna_rank78_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	132.666667	30.666667	150.666667	999686.0
2015_Yu_SZAXPI015245-33_zeroFna_rank78_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	639.0	141.0	1309.333333	997910.666667
2015_Yu_SZAXPI015245-33_zeroFna_rank78_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	18.333333	0.0	0.333333	999981.333333
2015_Yu_SZAXPI015245-33_zeroFna_rank78_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015246-34_zeroFna_rank81_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	257.666667	31.666667	153.666667	999557.0
2015_Yu_SZAXPI015246-34_zeroFna_rank81_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	701.333333	139.666667	1328.0	997831.0
2015_Yu_SZAXPI015246-34_zeroFna_rank81_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	102.666667	0.0	0.0	999897.333333
2015_Yu_SZAXPI015246-34_zeroFna_rank81_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015247-35_c2Positive_rank27_head3000k	2015 Yu et al	control	paper_c2_positive	Centrifuger	reads_per_million	3000000	0.0008	24.0	138.666667	26.0	111.666667	999723.666667
2015_Yu_SZAXPI015247-35_c2Positive_rank27_head3000k	2015 Yu et al	control	paper_c2_positive	Chimera	reads_per_million	3000000	0.0008	24.0	569.0	139.666667	1074.333333	998217.0
2015_Yu_SZAXPI015247-35_c2Positive_rank27_head3000k	2015 Yu et al	control	paper_c2_positive	Kraken2_LF01	reads_per_million	3000000	0.0008	24.0	24.0	0.0	0.666667	999975.333333
2015_Yu_SZAXPI015247-35_c2Positive_rank27_head3000k	2015 Yu et al	control	paper_c2_positive	sylph	sequence_abundance_pct	3000000	0.0008	24.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015248-36_zeroFna_rank82_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	257.666667	25.0	214.333333	999503.0
2015_Yu_SZAXPI015248-36_zeroFna_rank82_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	1306.333333	146.666667	930.666667	997616.333333
2015_Yu_SZAXPI015248-36_zeroFna_rank82_head3000k	2015 Yu et al	control	paper_zero_fna	Kraken2_LF01	reads_per_million	3000000	0.0	0.0	59.333333	0.0	0.0	999940.666667
2015_Yu_SZAXPI015248-36_zeroFna_rank82_head3000k	2015 Yu et al	control	paper_zero_fna	sylph	sequence_abundance_pct	3000000	0.0	0.0	0.0	0.0	0.0	0.0
2015_Yu_SZAXPI015249-37_zeroFna_rank79_head3000k	2015 Yu et al	control	paper_zero_fna	Centrifuger	reads_per_million	3000000	0.0	0.0	184.666667	42.0	181.333333	999592.0
2015_Yu_SZAXPI015249-37_zeroFna_rank79_head3000k	2015 Yu et al	control	paper_zero_fna	Chimera	reads_per_million	3000000	0.0	0.0	575.666667	134.333333	1095.333333	998194.666667
